Id,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,GarageAge,HouseAge,Total_area,Has_fireplace,Total_Bath,price,MSZoning,Alley,LotShape,LandContour,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,FireplaceQu,GarageType,GarageFinish,PavedDrive,PoolQC,Fence,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars
844,8000,1961,1961,0,1800,1800,0,1800,0,0,0,,46,9800.0,0,2,141000,RL,No value,Reg,Lvl,Duplex,1Story,Gable,BrkFace,BrkFace,None,TA,CBlock,TA,TA,No,Unf,Ex,N,SBrkr,TA,No value,No value,No value,Y,No value,No value,WD,Normal,90,5,4,0,2,0,6,10,0,0
845,12665,1915,1950,0,876,876,540,1416,720,418,0,59.0,93,14801.0,1,2,153900,RM,Grvl,IR1,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,Mn,Unf,Gd,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,50,5,8,0,1,1,4,7,1,3
846,16647,1975,1981,1390,1390,1701,0,1701,611,0,0,32.0,32,18959.0,1,2,171000,RL,No value,IR1,Lvl,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Gd,ALQ,TA,Y,SBrkr,TA,TA,Basment,Fin,Y,No value,No value,WD,Normal,85,5,5,1,2,0,3,6,2,2
847,9317,1993,1993,513,740,1006,769,1775,425,234,72,16.0,16,11654.0,1,3,213000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,No,ALQ,Ex,Y,SBrkr,Gd,TA,Attchd,Unf,Y,No value,No value,WD,Normal,60,7,5,1,2,1,3,7,1,2
848,15523,1972,1972,460,864,864,0,864,338,0,0,37.0,37,16725.0,1,1,133500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,CBlock,TA,TA,Av,BLQ,Ex,Y,SBrkr,TA,Fa,Attchd,Unf,Y,No value,No value,WD,Normal,20,5,6,1,1,0,3,5,1,1
849,45600,1908,1997,0,907,1307,1051,2358,360,486,40,100.0,100,48318.0,1,3,240000,RL,No value,IR2,Bnk,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,Unf,TA,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,50,6,8,0,3,0,5,10,1,2
850,9600,1976,1994,0,528,1094,761,1855,512,113,100,31.0,31,12327.0,1,3,187000,RL,No value,Reg,Lvl,1Fam,SLvl,Hip,Plywood,Plywood,BrkFace,Gd,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,No value,WD,Normal,80,6,7,0,2,1,3,7,1,2
851,4435,2003,2003,659,848,848,0,848,420,140,0,4.0,4,5873.0,0,1,131500,RM,No value,Reg,Lvl,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,120,6,5,1,1,0,1,3,0,2
852,3196,2003,2003,0,1273,1456,0,1456,400,143,20,3.0,3,5092.0,1,2,215000,RL,No value,Reg,Lvl,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,Unf,Ex,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,WD,Normal,120,8,5,0,2,0,2,7,1,2
853,7128,1941,1950,364,918,918,728,1646,240,0,0,66.0,66,9014.0,1,2,164000,RL,No value,Reg,Lvl,1Fam,2.5Unf,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,Gd,Detchd,Unf,Y,No value,MnPrv,WD,Normal,75,7,5,0,2,0,4,7,2,1
854,12095,1964,1964,564,1127,1445,0,1445,645,180,0,45.0,45,14300.0,1,2,158000,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,MetalSd,HdBoard,BrkFace,TA,CBlock,TA,TA,Gd,Rec,TA,Y,SBrkr,TA,Fa,Attchd,RFn,Y,No value,MnPrv,WD,Normal,80,6,6,0,1,1,3,7,1,2
855,17920,1955,1974,306,1763,1779,0,1779,454,0,418,51.0,51,20153.0,1,2,170000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,Wd Sdng,Plywood,None,TA,CBlock,TA,TA,Mn,ALQ,TA,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Abnorml,20,5,4,1,1,1,3,6,1,2
856,6897,1962,2010,659,1040,1040,0,1040,260,0,104,48.0,48,8197.0,0,2,127000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,8,1,1,1,3,6,0,1
857,10970,1978,1978,505,940,1026,0,1026,576,0,0,27.0,30,12572.0,0,1,147000,RL,No value,IR1,Low,1Fam,SLvl,Gable,Plywood,HdBoard,None,TA,CBlock,Gd,Gd,Gd,GLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,80,6,6,1,1,0,3,5,0,2
858,8125,1994,1995,0,702,702,779,1481,343,0,36,15.0,15,9949.0,1,3,174000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,6,1,2
859,10400,1976,1976,0,1090,1370,0,1370,479,0,0,33.0,33,12438.0,1,2,152000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,Unf,TA,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,MnPrv,WD,other,20,7,5,0,2,0,3,6,1,2
860,11029,1968,1984,619,1054,1512,1142,2654,619,0,65,38.0,38,14522.0,1,3,250000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,Gd,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,60,6,7,1,2,1,4,9,1,2
861,7642,1918,1998,0,912,912,514,1426,216,0,240,82.0,89,9284.0,1,2,189950,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,BrkTil,TA,TA,No,Unf,Gd,Y,SBrkr,Gd,Gd,Detchd,Unf,Y,No value,GdPrv,WD,Normal,50,7,8,0,1,1,3,7,1,1
862,11625,1965,1965,841,1039,1039,0,1039,504,0,0,45.0,45,13168.0,0,2,131500,RL,No value,Reg,Lvl,2fmCon,1Story,Hip,Plywood,HdBoard,None,TA,PConc,TA,TA,Mn,BLQ,Ex,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,190,5,4,1,1,1,3,6,0,2
863,9672,1984,1985,338,1040,1097,0,1097,480,0,0,24.0,26,11249.0,0,2,152000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,PConc,Gd,TA,No,GLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdPrv,WD,Normal,20,6,5,0,2,0,3,6,0,2
864,7931,1959,1959,1148,1148,1148,0,1148,672,0,0,50.0,50,9751.0,0,1,132500,RL,No value,Reg,Lvl,1Fam,1Story,Hip,BrkFace,Plywood,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdPrv,WD,Normal,20,5,5,1,1,0,3,6,0,1
865,8640,2007,2008,0,1372,1372,0,1372,529,0,140,0.0,1,10541.0,0,2,250580,FV,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,New,Partial,20,7,5,0,2,0,3,6,0,2
866,8750,1970,1970,828,1002,1002,0,1002,902,0,0,36.0,39,10730.0,0,1,148500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,20,5,6,1,1,0,3,5,0,2
867,10656,2006,2007,0,1638,1646,0,1646,870,192,80,0.0,1,13446.0,1,2,248900,RL,No value,IR1,HLS,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,New,Partial,20,8,5,0,2,0,3,6,1,3
868,6970,1961,1961,932,1040,1120,0,1120,544,168,0,46.0,46,8634.0,0,2,129000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,Fa,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,4,5,1,1,1,3,5,0,2
869,14762,1948,1950,0,0,1547,720,2320,672,120,144,27.0,58,17754.0,1,2,169000,RL,No value,IR2,Lvl,1Fam,2Story,Gable,Plywood,Plywood,None,TA,Slab,No value,No value,No value,No value,Gd,Y,SBrkr,TA,TA,Attchd,Unf,P,No value,No value,WD,Normal,60,5,6,0,2,0,2,7,1,2
870,9938,1993,1994,750,1050,1062,887,1949,574,156,90,17.0,17,12707.0,1,3,236000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,GdPrv,WD,Normal,60,7,5,1,2,1,3,8,1,2
871,6600,1962,1962,0,894,894,0,894,308,0,0,47.0,47,7802.0,0,1,109500,RL,No value,Reg,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Unf,Gd,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,5,0,1,0,2,5,0,1
872,8750,1998,1998,505,804,804,878,1682,523,0,77,12.0,12,11071.0,0,3,200500,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,7,0,2
873,8892,1953,1996,0,105,910,0,910,414,196,0,55.0,55,10216.0,0,1,116000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,WdShing,Wd Shng,None,Gd,Stone,TA,TA,Av,Unf,Gd,Y,SBrkr,Gd,No value,Attchd,Unf,Y,No value,GdWo,WD,Normal,20,5,7,0,1,0,3,5,0,2
874,12144,1949,1950,375,832,1036,0,1268,288,0,28,60.0,60,13700.0,1,1,133000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,Gd,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,No value,WD,Normal,40,5,7,0,1,0,3,6,1,1
875,5720,1941,1950,0,676,676,455,1131,200,26,0,68.0,68,7051.0,0,2,66500,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,Unf,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Abnorml,50,5,6,0,1,1,3,5,0,1
876,9000,2007,2007,64,1184,1184,1426,2610,550,208,364,0.0,0,12160.0,1,3,303477,FV,No value,Reg,Lvl,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Ex,Gd,BuiltIn,Fin,Y,No value,No value,New,Partial,60,8,5,0,2,1,4,11,1,2
877,25286,1963,1963,633,1064,1040,0,1040,648,0,0,44.0,44,26974.0,0,1,132250,RL,No value,Reg,HLS,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,PConc,TA,TA,Gd,ALQ,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,20,4,5,1,1,0,3,5,0,2
878,8834,2004,2005,1170,1462,1462,762,2224,738,184,0,5.0,5,12012.0,1,3,350000,RL,No value,Reg,Lvl,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Ex,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,9,5,1,2,1,4,10,1,3
879,11782,1961,1995,899,1109,1155,0,1155,576,192,0,23.0,49,13513.0,0,1,148000,RL,No value,IR1,Lvl,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,Av,ALQ,TA,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,85,5,7,1,1,0,3,6,0,2
880,7000,1978,2005,646,864,864,0,864,336,0,0,31.0,31,8290.0,0,1,136500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdWo,WD,Normal,20,5,8,1,1,0,3,6,0,1
881,7024,2005,2006,980,1090,1090,0,1090,450,0,49,2.0,2,8564.0,0,2,157000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,PConc,Ex,Gd,No,ALQ,Gd,Y,SBrkr,TA,No value,Attchd,Fin,Y,No value,No value,WD,Normal,20,5,5,1,1,1,2,5,0,2
882,13758,1990,1991,902,1156,1187,530,1717,400,168,36,17.0,17,15992.0,1,3,187500,RL,No value,IR1,Lvl,1Fam,1.5Fin,Gable,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,Mn,LwQ,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,50,7,5,0,2,1,3,7,1,2
883,9636,1992,1993,0,808,808,785,1593,389,342,40,16.0,17,11618.0,1,3,178000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,TA,BuiltIn,RFn,Y,No value,MnPrv,WD,Normal,60,6,5,0,2,1,3,7,1,2
884,6204,1912,1950,0,795,954,795,2230,440,0,188,9.0,94,8874.0,0,1,118500,RL,No value,Reg,Bnk,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,PConc,TA,Fa,No,Unf,TA,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,75,4,5,1,1,0,5,10,0,1
885,7150,1967,1967,432,892,892,0,892,288,0,0,42.0,42,8390.0,0,1,100000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,GdWo,WD,Normal,20,5,5,0,1,0,3,5,0,1
886,5119,1999,2000,1238,1698,1709,0,1709,506,97,65,9.0,9,7394.0,1,2,328900,FV,No value,IR1,Lvl,TwnhsE,1Story,Gable,MetalSd,MetalSd,BrkFace,Gd,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,CWD,Abnorml,120,9,5,1,2,0,2,5,1,2
887,8393,1959,2005,528,1626,1712,0,1712,588,272,54,1.0,47,10815.0,0,2,145000,RL,No value,Reg,Lvl,Duplex,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,LwQ,Ex,Y,SBrkr,TA,No value,Attchd,Fin,Y,No value,No value,WD,other,90,5,5,0,2,0,4,8,0,2
888,16466,1955,1955,0,816,872,521,1393,300,121,0,53.0,53,18159.0,0,2,135500,RL,No value,IR1,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,PConc,TA,TA,No,Unf,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,50,5,7,0,1,1,3,8,0,1
889,15865,1970,1970,351,2217,2217,0,2217,621,81,207,37.0,37,18703.0,1,2,268000,RL,No value,IR1,Lvl,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,None,Gd,PConc,TA,Gd,Gd,ALQ,Ex,Y,SBrkr,Gd,TA,Attchd,Unf,Y,No value,No value,WD,Normal,20,8,6,1,2,0,4,8,1,2
890,12160,1953,1953,1024,1505,1505,0,1505,505,0,0,56.0,56,14260.0,1,1,149500,RL,No value,Reg,Lvl,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,BLQ,Ex,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,4,1,1,0,2,6,1,2
891,8064,1949,2006,0,672,672,252,924,576,0,0,4.0,58,9564.0,1,1,122900,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Mn,Unf,Ex,Y,SBrkr,TA,Po,Detchd,Unf,Y,No value,MnPrv,WD,Normal,50,5,7,0,1,0,3,6,1,2
892,11184,1978,1978,226,918,918,765,1683,440,243,0,31.0,31,13399.0,1,3,172500,RL,No value,Reg,Lvl,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,LwQ,Gd,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,7,1,2
893,8414,1963,2003,663,1059,1068,0,1068,264,192,0,43.0,43,9746.0,0,1,154500,RL,No value,Reg,Lvl,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,MnPrv,WD,Normal,20,6,8,0,1,0,3,6,0,1
894,13284,1954,1954,1064,1383,1383,0,1383,354,511,116,54.0,54,15021.0,1,1,165000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Plywood,None,TA,PConc,Gd,TA,Mn,BLQ,TA,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,GdPrv,WD,Normal,20,5,5,1,1,0,3,6,1,1
895,7018,1979,1979,0,0,1535,0,1535,400,0,0,30.0,30,8953.0,0,2,118858,RL,No value,Reg,Bnk,Duplex,1Story,Gable,Plywood,Plywood,None,TA,Slab,No value,No value,No value,No value,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,other,90,5,5,0,2,0,4,8,0,2
896,7056,1963,1963,400,780,983,813,1796,483,0,50,45.0,45,9750.0,1,2,140000,RL,No value,Reg,Lvl,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,No value,WD,Normal,60,6,5,1,1,1,4,8,1,2
897,8765,1936,1950,285,951,951,0,951,327,0,28,70.0,70,10043.0,0,1,106500,RM,Grvl,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,ALQ,Ex,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Abnorml,30,4,6,0,1,0,2,6,0,1
898,7018,1979,1979,0,0,1120,1120,2240,528,154,0,30.0,30,9786.0,0,2,142953,RL,No value,Reg,Lvl,Duplex,2Story,Gable,Plywood,Plywood,None,TA,Slab,No value,No value,No value,No value,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,other,90,5,5,0,2,0,6,12,0,2
899,12919,2009,2010,2188,2330,2364,0,2364,820,0,67,1.0,1,16863.0,1,3,611657,RL,No value,IR1,Lvl,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,Gd,GLQ,Ex,Y,SBrkr,Ex,Gd,Attchd,Fin,Y,No value,No value,New,Partial,20,9,5,1,2,1,2,11,2,3
900,6993,1961,1994,465,912,1236,0,1236,288,0,0,45.0,45,8517.0,1,1,135000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,TA,Attchd,Unf,Y,No value,No value,WD,Normal,20,5,7,0,1,0,3,6,1,1
901,7340,1971,1971,322,858,858,0,858,684,0,0,28.0,36,8882.0,0,1,110000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,4,6,0,1,0,2,4,0,1
902,8712,1957,2000,860,992,1306,0,1306,756,0,0,41.0,52,10774.0,0,1,153000,RL,No value,IR1,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Mn,BLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,7,1,1,0,2,5,0,1
903,7875,2003,2003,0,783,807,702,1509,393,0,75,3.0,3,9777.0,1,3,180000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,8,1,2
904,14859,2006,2006,0,1670,1670,0,1670,690,144,60,0.0,0,17246.0,1,2,240000,RL,No value,IR1,HLS,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,New,Partial,20,7,5,0,2,0,3,7,1,3
905,6173,1967,1967,599,876,902,0,902,288,0,0,40.0,40,7438.0,0,1,125500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,GLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,MnPrv,WD,Normal,20,5,6,0,1,0,3,6,0,1
906,9920,1954,1954,354,1056,1063,0,1063,280,0,0,56.0,56,11373.0,0,1,128000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,Stone,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,RFn,Y,No value,MnPrv,WD,Normal,20,5,5,1,1,0,3,6,0,1
907,13501,2006,2006,63,1623,1636,0,1636,865,0,60,1.0,1,16210.0,1,2,255000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,20,8,5,1,2,0,3,8,1,3
908,11500,1936,1987,223,1017,1020,1037,2057,180,0,0,70.0,70,13737.0,1,2,250000,RL,No value,IR1,Lvl,1Fam,1.5Fin,Gable,BrkFace,BrkFace,None,Gd,CBlock,Gd,TA,No,Rec,Gd,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,50,7,7,0,1,1,3,6,1,1
909,8885,1983,1983,301,864,902,0,902,484,164,0,23.0,23,10271.0,0,1,131000,RL,No value,IR1,Low,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Av,BLQ,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,MnPrv,WD,Normal,20,5,5,1,1,0,2,5,0,2
910,12589,2005,2005,0,742,742,742,1484,390,36,24,4.0,4,14463.0,1,3,174000,RL,No value,IR2,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,8,1,2
911,11600,1960,1960,443,1105,1105,1169,2274,480,0,0,50.0,50,14715.0,0,2,154300,RL,No value,Reg,Lvl,Duplex,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,Rec,TA,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,90,5,5,0,2,0,5,12,0,2
912,9286,1977,1989,196,1268,1268,0,1268,252,173,0,31.0,32,10806.0,0,2,143500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,CBlock,Gd,Gd,Av,ALQ,TA,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,7,0,1,1,3,5,0,1
913,6120,1925,1950,489,768,1015,0,1015,450,0,0,81.0,81,7585.0,0,1,88000,RM,No value,Reg,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,Rec,TA,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Abnorml,30,5,7,0,1,0,3,6,0,1
914,6270,1949,1950,284,1001,1001,1001,2002,871,0,0,58.0,58,9143.0,0,2,145000,RH,No value,Reg,HLS,Duplex,2Story,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,BLQ,TA,N,FuseA,TA,No value,2Types,Unf,Y,No value,No value,WD,Normal,90,5,6,0,2,0,4,8,0,3
915,3000,2009,2009,294,612,612,612,1224,528,0,234,0.0,0,4828.0,0,3,173733,FV,Pave,Reg,Lvl,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,No value,Detchd,RFn,Y,No value,No value,New,Partial,160,6,5,0,2,1,2,4,0,2
916,2001,1970,1970,0,546,546,546,1092,286,0,0,37.0,37,3459.0,0,2,75000,RM,No value,Reg,Lvl,Twnhs,2Story,Gable,CemntBd,CmentBd,BrkFace,TA,CBlock,TA,TA,No,Unf,Fa,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,160,4,5,0,1,1,3,6,0,1
917,9000,1949,1950,50,480,480,0,480,308,0,0,48.0,57,9788.0,0,0,35311,C (all),No value,Reg,Lvl,1Fam,1Story,Gable,AsbShng,AsbShng,None,TA,CBlock,TA,TA,Av,BLQ,TA,N,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Abnorml,20,2,3,1,0,0,1,4,0,1
918,17140,1956,1956,1059,1134,1229,0,1229,284,0,0,53.0,53,18653.0,0,1,135000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,FuseA,TA,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,4,6,0,1,0,3,6,0,1
919,13125,1991,1991,48,1104,912,1215,2127,833,72,192,16.0,16,16085.0,1,3,238000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,None,Gd,PConc,Ex,TA,Mn,BLQ,Ex,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,GdPrv,WD,Normal,60,7,5,1,2,1,4,8,1,3
